Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Pacific,0.65,2.21,-1.56,0.49,1.31,-0.82,0.15,0.14,0.01,0.65,1.45,-0.8,2,2,0,1.56,42.1,35.04,44.06,0.24,0.68,156,6,7,15,29.17,22.06,10.9,6,5,18,4,14,46.5,18.99,77.8,66.91,50.1,24.49,1,HFX Wanderers 2-2 Pacific,2026-04-18
HFX Wanderers,2.21,0.65,1.56,1.31,0.49,0.82,0.14,0.15,-0.01,1.45,0.65,0.8,2,2,0,-1.56,57.9,64.96,48.67,0.68,0.24,273,14,15,7,22.06,29.17,9.24,5,6,27,5,15,198.4,81.01,38.47,33.09,154.47,75.51,1,HFX Wanderers 2-2 Pacific,2026-04-18
Forge,1.91,2.09,-0.18,1.09,1.27,-0.18,0.05,0.82,-0.77,1.15,2.09,-0.94,1,0,1,1.18,58.6,59.22,50.93,0.76,0.89,266,14,13,9,17.11,10.11,8.79,6,3,15,5,13,124.0,65.68,15.87,13.63,67.03,42.5,4,Vancouver FC 0-1 Forge,2026-04-12
Vancouver FC,2.09,1.91,0.18,1.27,1.09,0.18,0.82,0.05,0.77,2.09,1.15,0.94,0,1,-1,-1.18,41.4,40.78,44.92,0.89,0.76,147,12,9,13,10.11,17.11,12.91,3,6,23,6,11,64.8,34.32,100.53,86.37,90.7,57.5,1,Vancouver FC 0-1 Forge,2026-04-12
Atlético Ottawa,0.72,2.07,-1.35,0.64,1.81,-1.17,0.08,0.26,-0.18,0.72,2.07,-1.35,1,3,-2,-0.65,65.4,57.58,43.52,0.3,0.59,277,13,12,15,40.0,25.42,12.91,4,6,9,4,10,115.0,54.76,8.33,4.3,22.89,7.77,0,Cavalry 3-1 Atlético Ottawa,2026-04-12
Cavalry,2.07,0.72,1.35,1.81,0.64,1.17,0.26,0.08,0.18,2.07,0.72,1.35,3,1,2,0.65,34.6,42.42,49.84,0.59,0.3,183,15,15,12,25.42,40.0,17.23,6,4,9,3,13,95.0,45.24,185.6,95.7,271.58,92.23,0,Cavalry 3-1 Atlético Ottawa,2026-04-12
Supra du Québec,2.1,2.52,-0.42,1.91,2.46,-0.55,0.19,0.06,0.13,2.1,2.52,-0.42,3,2,1,1.42,41.8,37.84,40.06,0.29,1.48,139,11,15,15,51.72,10.14,15.26,6,8,13,4,16,68.7,30.86,85.2,66.29,98.23,45.35,0,Pacific 2-3 Supra du Québec,2026-04-11
Pacific,2.52,2.1,0.42,2.46,1.91,0.55,0.06,0.19,-0.13,2.52,2.1,0.42,2,3,-1,-1.42,58.2,62.16,49.02,1.48,0.29,281,26,15,15,10.14,51.72,8.44,8,6,25,7,7,153.9,69.14,43.33,33.71,118.37,54.65,4,Pacific 2-3 Supra du Québec,2026-04-11
HFX Wanderers,3.03,1.57,1.46,1.9,1.57,0.33,1.13,0.0,1.13,3.03,1.57,1.46,2,2,0,-1.46,44.1,55.67,49.92,1.29,0.88,210,14,13,11,10.08,12.5,12.17,4,2,25,7,12,134.9,54.46,72.0,74.84,155.53,62.67,0,Inter Toronto 2-2 HFX Wanderers,2026-04-11
Inter Toronto,1.57,3.03,-1.46,1.57,1.9,-0.33,0.0,1.13,-1.13,1.57,3.03,-1.46,2,2,0,1.46,55.9,44.33,46.58,0.88,1.29,214,12,11,13,12.5,10.08,9.29,2,4,9,1,16,112.8,45.54,24.2,25.16,92.63,37.33,3,Inter Toronto 2-2 HFX Wanderers,2026-04-11
Cavalry,2.27,1.33,0.94,0.97,1.23,-0.26,0.54,0.1,0.44,1.51,1.33,0.18,2,1,1,0.06,42.2,64.14,50.17,0.62,0.34,176,13,16,13,25.81,38.24,11.98,6,5,13,3,18,113.2,69.92,111.4,87.26,196.1,93.13,0,Pacific 1-2 Cavalry,2026-04-05
Pacific,1.33,2.27,-0.94,1.23,0.97,0.26,0.1,0.54,-0.44,1.33,1.51,-0.18,1,2,-1,-0.06,57.8,35.86,41.22,0.34,0.62,164,9,13,16,38.24,25.81,6.86,5,6,14,5,14,48.7,30.08,16.27,12.74,14.47,6.87,4,Pacific 1-2 Cavalry,2026-04-05
HFX Wanderers,0.25,2.34,-2.09,0.25,2.34,-2.09,0.0,0.0,0.0,0.25,2.34,-2.09,1,0,1,3.09,46.2,37.3,42.83,0.15,1.08,155,5,5,17,33.33,15.74,13.83,4,4,9,1,13,39.5,17.74,55.4,63.73,44.8,22.8,1,Vancouver FC 0-1 HFX Wanderers,2026-04-04
Vancouver FC,2.34,0.25,2.09,2.34,0.25,2.09,0.0,0.0,0.0,2.34,0.25,2.09,0,1,-1,-3.09,53.8,62.7,47.91,1.08,0.15,243,13,17,5,15.74,33.33,13.0,4,4,27,5,10,183.2,82.26,31.53,36.27,151.73,77.2,0,Vancouver FC 0-1 HFX Wanderers,2026-04-04
Atlético Ottawa,0.0,3.2,-3.2,0.0,1.72,-1.72,0.0,0.72,-0.72,0.0,2.44,-2.44,0,2,-2,1.2,64.5,46.09,41.0,0.13,0.32,206,2,0,10,0.0,31.25,7.0,3,9,12,2,15,30.7,21.67,2.6,1.74,1.1,0.41,0,Forge 2-0 Atlético Ottawa,2026-04-04
Forge,3.2,0.0,3.2,1.72,0.0,1.72,0.72,0.0,0.72,2.44,0.0,2.44,2,0,2,-1.2,35.5,53.91,49.22,0.32,0.13,166,11,10,0,31.25,0.0,15.41,9,3,13,5,15,111.0,78.33,146.67,98.26,270.4,99.59,7,Forge 2-0 Atlético Ottawa,2026-04-04
